invoice_id,store_id,customer_id,invoice_date,payment_method,line_item,product_id,quantity,unit_price,discount
9,23,1314,2024-07-03 18:52:00,Gift Card,1,762,1,12.21,0.2
9,23,1314,2024-07-03 18:52:00,Gift Card,2,448,2,7.73,0.15
10,43,,2025-11-14 10:13:00,Mobile Pay,1,1222,1,24.14,0.2
10,43,,2025-11-14 10:13:00,Mobile Pay,2,224,4,12.44,0.2
10,43,,2025-11-14 10:13:00,Mobile Pay,3,496,2,3.13,0.05
10,43,,2025-11-14 10:13:00,Mobile Pay,4,55,6,2.71,0
11,9,217,2025-11-08 13:07:00,Gift Card,1,992,6,8.52,0.15
11,9,217,2025-11-08 13:07:00,Gift Card,2,1840,1,18.48,0
12,2,,2025-07-27 07:37:00,Cash,1,1493,5,16.54,0.05
12,2,,2025-07-27 07:37:00,Cash,2,46,5,8.33,0.1
12,2,,2025-07-27 07:37:00,Cash,3,1361,2,12.84,0.15
12,2,,2025-07-27 07:37:00,Cash,4,784,1,12.39,0
12,2,,2025-07-27 07:37:00,Cash,5,318,3,2.47,0.1
13,44,782,2023-09-11 21:09:00,Credit Card,1,508,5,12.39,0.15
13,44,782,2023-09-11 21:09:00,Credit Card,2,504,5,2.42,0
13,44,782,2023-09-11 21:09:00,Credit Card,3,1624,2,12.23,0.15
13,44,782,2023-09-11 21:09:00,Credit Card,4,597,6,24.49,0.1
13,44,782,2023-09-11 21:09:00,Credit Card,5,317,1,12.8,0.1
14,23,45,2023-05-03 19:26:00,EBT,1,655,2,4.14,0.2
14,23,45,2023-05-03 19:26:00,EBT,2,195,2,7.78,0.05
14,23,45,2023-05-03 19:26:00,EBT,3,1876,5,7.55,0
14,23,45,2023-05-03 19:26:00,EBT,4,679,1,10.46,0.05
15,47,798,2025-04-19 16:09:00,Cash,1,1009,5,8.1,0
16,2,958,2023-07-01 16:37:00,Cash,1,1780,1,3.18,0.05
16,2,958,2023-07-01 16:37:00,Cash,2,2041,4,3.51,0.2
16,2,958,2023-07-01 16:37:00,Cash,3,538,1,25.58,0
17,18,780,2025-09-17 11:47:00,EBT,1,702,3,12.06,0.1
17,18,780,2025-09-17 11:47:00,EBT,2,1490,1,7.28,0.15
17,18,780,2025-09-17 11:47:00,EBT,3,2374,3,6.15,0.15
17,18,780,2025-09-17 11:47:00,EBT,4,1679,1,6.06,0
17,18,780,2025-09-17 11:47:00,EBT,5,2123,2,19.05,0
17,18,780,2025-09-17 11:47:00,EBT,6,2407,6,3.94,0
17,18,780,2025-09-17 11:47:00,EBT,7,639,2,9.83,0
17,18,780,2025-09-17 11:47:00,EBT,8,2188,5,10.47,0.2
17,18,780,2025-09-17 11:47:00,EBT,9,1042,1,5.12,0.15
17,18,780,2025-09-17 11:47:00,EBT,10,1913,3,4.36,0.05
17,18,780,2025-09-17 11:47:00,EBT,11,2253,1,6.98,0
17,18,780,2025-09-17 11:47:00,EBT,12,2348,4,11.39,0
17,18,780,2025-09-17 11:47:00,EBT,13,1772,1,11.39,0.2
17,18,780,2025-09-17 11:47:00,EBT,14,1602,6,12.11,0
18,10,976,2024-03-14 21:04:00,Gift Card,1,722,3,4.89,0
18,10,976,2024-03-14 21:04:00,Gift Card,2,1129,1,22.05,0.2
18,10,976,2024-03-14 21:04:00,Gift Card,3,160,3,4.82,0.15
19,36,585,2023-12-03 07:26:00,Credit Card,1,516,2,10.49,0.2
20,41,433,2025-04-05 20:05:00,EBT,1,2204,4,8.4,0
20,41,433,2025-04-05 20:05:00,EBT,2,749,1,24.13,0.2
20,41,433,2025-04-05 20:05:00,EBT,3,214,2,10.22,0
20,41,433,2025-04-05 20:05:00,EBT,4,537,2,11.96,0
20,41,433,2025-04-05 20:05:00,EBT,5,191,3,10.15,0
21,15,3201,2023-05-07 11:04:00,Credit Card,1,2014,1,8.46,0.1
22,10,533,2025-07-11 12:38:00,EBT,1,426,2,11.21,0
22,10,533,2025-07-11 12:38:00,EBT,2,696,5,6.24,0.15
23,6,79702,2024-08-15 06:44:00,Credit Card,1,1688,5,10.85,0
25,16,80478,2023-02-27 09:09:00,Debit Card,1,667,3,6.45,0.15
25,16,80478,2023-02-27 09:09:00,Debit Card,2,499,2,6.29,0.15
25,16,80478,2023-02-27 09:09:00,Debit Card,3,1677,4,12.02,0.15
26,23,723,2024-11-10 19:34:00,Mobile Pay,1,2072,1,10.87,0.05
26,23,723,2024-11-10 19:34:00,Mobile Pay,2,2023,5,4.51,0
27,38,356,2023-06-14 18:21:00,EBT,1,2097,6,7.78,0
27,38,356,2023-06-14 18:21:00,EBT,2,47,5,6.04,0
27,38,356,2023-06-14 18:21:00,EBT,3,1851,1,10.35,0
28,25,611,2025-06-05 07:06:00,EBT,1,1661,5,6.91,0
28,25,611,2025-06-05 07:06:00,EBT,2,2066,5,6.49,0.2
28,25,611,2025-06-05 07:06:00,EBT,3,1626,1,5.41,0
28,25,611,2025-06-05 07:06:00,EBT,4,76,2,9.03,0
28,25,611,2025-06-05 07:06:00,EBT,5,49,2,32.03,0
28,25,611,2025-06-05 07:06:00,EBT,6,58,1,12.3,0
29,8,509,2025-07-27 06:05:00,Gift Card,1,2455,4,7.5,0.1
29,8,509,2025-07-27 06:05:00,Gift Card,2,1742,2,11.43,0.05
30,16,837,2023-05-07 06:12:00,Cash,1,1753,1,10.11,0
30,16,837,2023-05-07 06:12:00,Cash,2,92,4,6.39,0.2
31,21,492,2024-06-19 14:28:00,Debit Card,1,1300,2,1.42,0
32,20,,2025-09-16 15:26:00,Debit Card,1,243,3,6.77,0.2
32,20,,2025-09-16 15:26:00,Debit Card,2,1265,1,14.08,0.15
33,18,,2023-07-05 19:06:00,Gift Card,1,1761,6,32.96,0.1
33,18,,2023-07-05 19:06:00,Gift Card,2,716,2,12.36,0
34,11,816,2025-02-24 20:20:00,EBT,1,232,1,4.49,0
34,11,816,2025-02-24 20:20:00,EBT,2,1942,1,9.68,0
35,37,132,2024-11-01 14:59:00,Mobile Pay,1,1266,4,12.02,0
35,37,132,2024-11-01 14:59:00,Mobile Pay,2,2458,6,8.66,0
36,16,559,2023-12-25 19:47:00,Debit Card,1,48,1,24.63,0.1
37,30,245,2023-02-09 07:17:00,Cash,1,1209,2,4.49,0
37,30,245,2023-02-09 07:17:00,Cash,2,2461,1,25.52,0.15
37,30,245,2023-02-09 07:17:00,Cash,3,1634,2,10.15,0.1
38,37,657,2023-03-15 09:52:00,Credit Card,1,982,1,7.01,0
38,37,657,2023-03-15 09:52:00,Credit Card,2,1128,1,3.03,0.1
38,37,657,2023-03-15 09:52:00,Credit Card,3,1728,6,8.57,0
38,37,657,2023-03-15 09:52:00,Credit Card,4,361,3,17.4,0.1
38,37,657,2023-03-15 09:52:00,Credit Card,5,1969,4,3.05,0
38,37,657,2023-03-15 09:52:00,Credit Card,6,579,4,9.14,0
39,44,455,2024-09-30 08:53:00,Gift Card,1,1989,5,1.83,0.05
39,44,455,2024-09-30 08:53:00,Gift Card,2,1341,6,9.62,0.15
39,44,455,2024-09-30 08:53:00,Gift Card,3,1726,6,29.86,0
39,44,455,2024-09-30 08:53:00,Gift Card,4,1836,2,7.43,0.15
39,44,455,2024-09-30 08:53:00,Gift Card,5,1602,5,12.11,0.1
40,10,50144,2023-10-10 07:47:00,Mobile Pay,1,2169,2,6.98,0.15
40,10,50144,2023-10-10 07:47:00,Mobile Pay,2,837,3,10.57,0.15
40,10,50144,2023-10-10 07:47:00,Mobile Pay,3,2305,6,18.56,0
41,23,20351,2024-09-28 14:19:00,EBT,1,2063,5,12.16,0
42,42,196,2025-08-25 18:20:00,Debit Card,1,743,5,3.09,0
42,42,196,2025-08-25 18:20:00,Debit Card,2,1812,6,11.27,0
43,5,962,2025-01-27 08:42:00,PayPal,1,563,1,12.21,0
44,5,59711,2025-04-17 18:27:00,Cash,1,1389,6,9.38,0.15
44,5,59711,2025-04-17 18:27:00,Cash,2,2499,3,17.09,0.1
45,10,,2024-11-30 11:31:00,Credit Card,1,1059,6,1.85,0
45,10,,2024-11-30 11:31:00,Credit Card,2,509,5,7.34,0.05
46,30,595,2024-02-12 07:36:00,Credit Card,1,538,2,25.58,0.1
46,30,595,2024-02-12 07:36:00,Credit Card,2,2075,1,8.64,0
46,30,595,2024-02-12 07:36:00,Credit Card,3,1438,5,9.78,0.05
46,30,595,2024-02-12 07:36:00,Credit Card,4,2405,5,2.88,0
46,30,595,2024-02-12 07:36:00,Credit Card,5,434,4,8.71,0
46,30,595,2024-02-12 07:36:00,Credit Card,6,269,2,7.19,0.05
46,30,595,2024-02-12 07:36:00,Credit Card,7,1440,4,15.25,0
47,34,28806,2025-12-23 14:24:00,EBT,1,921,4,13.2,0
47,34,28806,2025-12-23 14:24:00,EBT,2,953,1,3.37,0
47,34,28806,2025-12-23 14:24:00,EBT,3,2379,6,11.7,0.15
47,34,28806,2025-12-23 14:24:00,EBT,4,813,3,34.5,0
47,34,28806,2025-12-23 14:24:00,EBT,5,1224,4,10.02,0
47,34,28806,2025-12-23 14:24:00,EBT,6,2025,3,9.76,0
47,34,28806,2025-12-23 14:24:00,EBT,7,616,5,16.43,0.1
48,24,110,2024-10-10 21:43:00,Credit Card,1,393,6,13.17,0
48,24,110,2024-10-10 21:43:00,Credit Card,2,65,6,5.22,0
48,24,110,2024-10-10 21:43:00,Credit Card,3,254,1,9.27,0
48,24,110,2024-10-10 21:43:00,Credit Card,4,276,6,8.95,0
49,47,728,2024-09-07 20:04:00,Mobile Pay,1,2462,3,6.15,0.1
50,47,914,2025-07-29 11:45:00,Credit Card,1,1118,6,10.32,0.2
50,47,914,2025-07-29 11:45:00,Credit Card,2,765,3,5.0,0.05
51,2,782,2023-07-05 21:51:00,Credit Card,1,1355,6,24.94,0.15
51,2,782,2023-07-05 21:51:00,Credit Card,2,2440,4,14.5,0
51,2,782,2023-07-05 21:51:00,Credit Card,3,327,3,24.39,0
51,2,782,2023-07-05 21:51:00,Credit Card,4,2106,4,3.28,0
52,9,89810,2023-10-21 09:09:00,Mobile Pay,1,1776,5,8.61,0.15
52,9,89810,2023-10-21 09:09:00,Mobile Pay,2,1335,3,14.65,0
52,9,89810,2023-10-21 09:09:00,Mobile Pay,3,1698,6,9.71,0
52,9,89810,2023-10-21 09:09:00,Mobile Pay,4,496,2,3.13,0.2
52,9,89810,2023-10-21 09:09:00,Mobile Pay,5,2029,4,2.55,0
53,40,892,2025-02-21 16:06:00,Gift Card,1,1897,2,24.92,0.05
54,6,625,2023-06-18 13:55:00,Debit Card,1,78,3,11.93,0.15
54,6,625,2023-06-18 13:55:00,Debit Card,2,1196,1,12.55,0.1
54,6,625,2023-06-18 13:55:00,Debit Card,3,2200,6,9.12,0
54,6,625,2023-06-18 13:55:00,Debit Card,4,2185,6,3.68,0
54,6,625,2023-06-18 13:55:00,Debit Card,5,2263,6,1.42,0
55,46,,2025-01-12 21:23:00,Debit Card,1,545,1,6.08,0.2
55,46,,2025-01-12 21:23:00,Debit Card,2,1910,5,8.39,0
55,46,,2025-01-12 21:23:00,Debit Card,3,1592,3,8.33,0
55,46,,2025-01-12 21:23:00,Debit Card,4,2194,2,17.37,0.1
56,21,285,2024-03-22 11:42:00,Mobile Pay,1,1995,2,9.99,0
56,21,285,2024-03-22 11:42:00,Mobile Pay,2,262,4,6.34,0.15
57,41,252,2023-11-12 20:26:00,Credit Card,1,1048,5,9.01,0
58,12,639,2023-06-17 09:53:00,Cash,1,304,4,14.86,0.1
59,21,5403,2025-01-03 21:44:00,Debit Card,1,1444,3,8.21,0
59,21,5403,2025-01-03 21:44:00,Debit Card,2,282,3,11.44,0.15
59,21,5403,2025-01-03 21:44:00,Debit Card,3,1689,4,10.72,0.2
59,21,5403,2025-01-03 21:44:00,Debit Card,4,1175,5,10.14,0
59,21,5403,2025-01-03 21:44:00,Debit Card,5,1223,2,3.56,0.05
59,21,5403,2025-01-03 21:44:00,Debit Card,6,1939,6,9.22,0.2
59,21,5403,2025-01-03 21:44:00,Debit Card,7,1937,6,8.17,0
59,21,5403,2025-01-03 21:44:00,Debit Card,8,927,5,5.71,0.15
60,23,,2024-02-15 12:08:00,PayPal,1,105,4,4.44,0.15
61,34,46256,2023-08-02 06:00:00,Mobile Pay,1,2326,2,4.97,0.2
61,34,46256,2023-08-02 06:00:00,Mobile Pay,2,521,6,5.66,0.2
61,34,46256,2023-08-02 06:00:00,Mobile Pay,3,742,5,25.57,0
61,34,46256,2023-08-02 06:00:00,Mobile Pay,4,1844,1,11.06,0.1
61,34,46256,2023-08-02 06:00:00,Mobile Pay,5,981,5,25.9,0
62,21,97484,2023-05-17 12:42:00,Cash,1,1643,5,8.28,0.2
62,21,97484,2023-05-17 12:42:00,Cash,2,1362,1,9.62,0.05
62,21,97484,2023-05-17 12:42:00,Cash,3,1643,3,8.28,0.15
62,21,97484,2023-05-17 12:42:00,Cash,4,800,2,26.14,0.15
63,16,106,2024-04-11 13:01:00,Gift Card,1,944,1,9.9,0.15
63,16,106,2024-04-11 13:01:00,Gift Card,2,522,3,6.01,0
64,22,133,2025-11-19 06:00:00,EBT,1,1588,1,16.56,0
65,31,709,2023-11-08 06:41:00,Mobile Pay,1,1358,1,25.58,0
65,31,709,2023-11-08 06:41:00,Mobile Pay,2,435,5,9.83,0
65,31,709,2023-11-08 06:41:00,Mobile Pay,3,2452,3,10.72,0.05
66,31,,2025-04-03 20:28:00,Debit Card,1,2210,6,16.65,0.05
66,31,,2025-04-03 20:28:00,Debit Card,2,1975,4,11.05,0
67,36,66717,2024-08-27 06:28:00,Mobile Pay,1,975,3,34.33,0
67,36,66717,2024-08-27 06:28:00,Mobile Pay,2,1044,6,9.73,0.05
67,36,66717,2024-08-27 06:28:00,Mobile Pay,3,2187,4,6.49,0.15
67,36,66717,2024-08-27 06:28:00,Mobile Pay,4,733,4,5.94,0
67,36,66717,2024-08-27 06:28:00,Mobile Pay,5,438,6,29.67,0.1
67,36,66717,2024-08-27 06:28:00,Mobile Pay,6,545,5,6.08,0.15
67,36,66717,2024-08-27 06:28:00,Mobile Pay,7,713,2,11.38,0.15
67,36,66717,2024-08-27 06:28:00,Mobile Pay,8,1212,1,8.43,0.2
69,14,162,2023-07-18 06:40:00,Gift Card,1,305,3,6.0,0
70,22,657,2023-01-17 11:26:00,PayPal,1,937,4,2.03,0.15
71,13,261,2025-05-12 17:48:00,Credit Card,1,1278,5,11.28,0
71,13,261,2025-05-12 17:48:00,Credit Card,2,563,2,12.21,0.15
71,13,261,2025-05-12 17:48:00,Credit Card,3,1673,1,31.76,0
71,13,261,2025-05-12 17:48:00,Credit Card,4,899,6,33.01,0.05
71,13,261,2025-05-12 17:48:00,Credit Card,5,1041,4,1.91,0.1
71,13,261,2025-05-12 17:48:00,Credit Card,6,2418,5,10.54,0
71,13,261,2025-05-12 17:48:00,Credit Card,7,1192,5,5.26,0
72,2,608,2025-11-18 16:32:00,Gift Card,1,6,2,34.84,0.05
72,2,608,2025-11-18 16:32:00,Gift Card,2,55,5,2.71,0.1
72,2,608,2025-11-18 16:32:00,Gift Card,3,2306,4,19.72,0
73,47,272,2023-02-23 20:44:00,Gift Card,1,1234,2,28.26,0.2
73,47,272,2023-02-23 20:44:00,Gift Card,2,2456,1,7.98,0
74,35,929,2025-06-19 12:15:00,Debit Card,1,301,1,11.8,0.05
74,35,929,2025-06-19 12:15:00,Debit Card,2,1779,2,7.56,0.2
74,35,929,2025-06-19 12:15:00,Debit Card,3,1686,5,1.95,0.15
74,35,929,2025-06-19 12:15:00,Debit Card,4,2259,4,11.56,0.15
74,35,929,2025-06-19 12:15:00,Debit Card,5,2301,4,5.83,0
75,34,,2023-03-03 20:48:00,Debit Card,1,2013,4,11.79,0.2
75,34,,2023-03-03 20:48:00,Debit Card,2,1448,4,6.72,0.15
75,34,,2023-03-03 20:48:00,Debit Card,3,2436,4,9.01,0
75,34,,2023-03-03 20:48:00,Debit Card,4,493,5,28.97,0
76,45,307,2025-12-01 10:07:00,Mobile Pay,1,843,2,9.48,0
76,45,307,2025-12-01 10:07:00,Mobile Pay,2,994,5,9.68,0.05
76,45,307,2025-12-01 10:07:00,Mobile Pay,3,517,2,27.36,0
76,45,307,2025-12-01 10:07:00,Mobile Pay,4,2455,4,7.5,0
76,45,307,2025-12-01 10:07:00,Mobile Pay,5,963,6,4.75,0
76,45,307,2025-12-01 10:07:00,Mobile Pay,6,2332,5,8.98,0.2
76,45,307,2025-12-01 10:07:00,Mobile Pay,7,2063,2,12.16,0.1
76,45,307,2025-12-01 10:07:00,Mobile Pay,8,1173,2,5.83,0.05
77,30,,2024-10-16 10:09:00,PayPal,1,2049,4,20.55,0
77,30,,2024-10-16 10:09:00,PayPal,2,2338,1,5.71,0.2
77,30,,2024-10-16 10:09:00,PayPal,3,1623,6,8.95,0
77,30,,2024-10-16 10:09:00,PayPal,4,1274,5,7.64,0
78,42,,2023-08-21 17:51:00,Debit Card,1,772,6,11.58,0
78,42,,2023-08-21 17:51:00,Debit Card,2,1445,5,12.88,0
78,42,,2023-08-21 17:51:00,Debit Card,3,661,2,2.84,0
79,48,21,2024-11-19 09:07:00,Debit Card,1,1040,2,4.9,0.15
79,48,21,2024-11-19 09:07:00,Debit Card,2,377,3,4.32,0
79,48,21,2024-11-19 09:07:00,Debit Card,3,797,4,12.53,0
80,25,994,2024-08-08 19:03:00,PayPal,1,160,4,4.82,0.1
80,25,994,2024-08-08 19:03:00,PayPal,2,2363,4,3.91,0.05
80,25,994,2024-08-08 19:03:00,PayPal,3,1069,6,5.82,0.15
80,25,994,2024-08-08 19:03:00,PayPal,4,351,3,12.54,0.15
80,25,994,2024-08-08 19:03:00,PayPal,5,2317,3,10.5,0
81,9,300,2023-10-31 10:26:00,Gift Card,1,18,1,5.99,0.1
81,9,300,2023-10-31 10:26:00,Gift Card,2,1797,6,13.36,0.1
82,36,,2023-04-05 16:49:00,PayPal,1,935,6,30.07,0
82,36,,2023-04-05 16:49:00,PayPal,2,1678,4,23.86,0
82,36,,2023-04-05 16:49:00,PayPal,3,2479,2,9.15,0.1
83,48,,2023-02-09 19:03:00,Debit Card,1,1621,3,9.28,0
83,48,,2023-02-09 19:03:00,Debit Card,2,1868,4,4.12,0
83,48,,2023-02-09 19:03:00,Debit Card,3,1143,4,9.63,0
84,40,605,2025-11-17 15:04:00,Cash,1,1760,3,8.67,0.05
84,40,605,2025-11-17 15:04:00,Cash,2,869,1,7.7,0.15
84,40,605,2025-11-17 15:04:00,Cash,3,1438,2,9.78,0
85,33,27,2025-02-11 08:53:00,EBT,1,178,4,9.08,0
85,33,27,2025-02-11 08:53:00,EBT,2,771,2,1.73,0
85,33,27,2025-02-11 08:53:00,EBT,3,942,2,6.56,0.2
85,33,27,2025-02-11 08:53:00,EBT,4,810,5,12.42,0
85,33,27,2025-02-11 08:53:00,EBT,5,552,2,9.28,0.1
86,40,863,2024-04-12 17:11:00,Mobile Pay,1,2114,1,13.28,0.1
86,40,863,2024-04-12 17:11:00,Mobile Pay,2,2492,3,10.89,0
87,50,841,2023-09-04 10:25:00,Credit Card,1,1572,4,19.72,0
87,50,841,2023-09-04 10:25:00,Credit Card,2,1960,1,8.88,0.05
87,50,841,2023-09-04 10:25:00,Credit Card,3,627,3,3.86,0.15
87,50,841,2023-09-04 10:25:00,Credit Card,4,1840,5,18.48,0
87,50,841,2023-09-04 10:25:00,Credit Card,5,1339,4,5.84,0
87,50,841,2023-09-04 10:25:00,Credit Card,6,1182,4,14.2,0
87,50,841,2023-09-04 10:25:00,Credit Card,7,1705,2,7.76,0.1
87,50,841,2023-09-04 10:25:00,Credit Card,8,815,4,10.54,0
88,50,739,2024-12-26 13:57:00,Gift Card,1,950,1,6.49,0
88,50,739,2024-12-26 13:57:00,Gift Card,2,1249,6,4.7,0
88,50,739,2024-12-26 13:57:00,Gift Card,3,1379,1,6.99,0
89,20,316,2025-10-13 09:59:00,PayPal,1,931,5,12.11,0.15
89,20,316,2025-10-13 09:59:00,PayPal,2,429,3,5.82,0
90,15,97,2024-05-19 12:56:00,Cash,1,919,1,5.2,0.2
90,15,97,2024-05-19 12:56:00,Cash,2,204,2,6.24,0.05
90,15,97,2024-05-19 12:56:00,Cash,3,578,5,12.22,0
90,15,97,2024-05-19 12:56:00,Cash,4,805,4,6.15,0.05
90,15,97,2024-05-19 12:56:00,Cash,5,2287,2,12.93,0.2
91,32,257,2024-04-21 17:15:00,Mobile Pay,1,964,2,8.77,0.05
91,32,257,2024-04-21 17:15:00,Mobile Pay,2,2160,5,12.01,0.2
92,38,,2025-08-03 10:58:00,Credit Card,1,2289,1,3.41,0
92,38,,2025-08-03 10:58:00,Credit Card,2,722,5,4.89,0
93,4,946,2024-03-05 21:02:00,Debit Card,1,2442,1,22.03,0.2
93,4,946,2024-03-05 21:02:00,Debit Card,2,898,6,6.96,0
93,4,946,2024-03-05 21:02:00,Debit Card,3,2224,5,10.56,0.05
93,4,946,2024-03-05 21:02:00,Debit Card,4,1201,5,4.78,0
93,4,946,2024-03-05 21:02:00,Debit Card,5,1117,3,14.7,0.1
93,4,946,2024-03-05 21:02:00,Debit Card,6,1267,4,5.67,0.05
93,4,946,2024-03-05 21:02:00,Debit Card,7,2308,5,13.31,0.05
93,4,946,2024-03-05 21:02:00,Debit Card,8,1600,3,32.08,0.2
94,6,32354,2024-04-16 17:54:00,Debit Card,1,1755,6,10.64,0.1
95,39,37293,2023-01-24 16:19:00,Credit Card,1,583,6,8.75,0.05
95,39,37293,2023-01-24 16:19:00,Credit Card,2,1774,5,4.34,0
95,39,37293,2023-01-24 16:19:00,Credit Card,3,1973,3,14.45,0
95,39,37293,2023-01-24 16:19:00,Credit Card,4,2418,6,10.54,0
95,39,37293,2023-01-24 16:19:00,Credit Card,5,1665,1,18.74,0
95,39,37293,2023-01-24 16:19:00,Credit Card,6,2164,1,13.48,0
96,24,246,2025-08-17 09:22:00,Mobile Pay,1,286,4,1.78,0
96,24,246,2025-08-17 09:22:00,Mobile Pay,2,1356,3,18.7,0.2
97,28,172,2023-11-23 14:22:00,Mobile Pay,1,614,3,8.95,0
97,28,172,2023-11-23 14:22:00,Mobile Pay,2,1646,2,2.91,0
97,28,172,2023-11-23 14:22:00,Mobile Pay,3,453,6,13.81,0
97,28,172,2023-11-23 14:22:00,Mobile Pay,4,1135,3,1.36,0
97,28,172,2023-11-23 14:22:00,Mobile Pay,5,1319,1,6.3,0
98,25,578,2023-12-10 06:52:00,EBT,1,1610,6,12.7,0.15
98,25,578,2023-12-10 06:52:00,EBT,2,913,5,4.74,0.2
99,32,525,2025-04-01 15:55:00,Debit Card,1,360,3,1.6,0
99,32,525,2025-04-01 15:55:00,Debit Card,2,1878,2,5.11,0.15
99,32,525,2025-04-01 15:55:00,Debit Card,3,701,4,18.51,0.1
99,32,525,2025-04-01 15:55:00,Debit Card,4,834,3,7.13,0
99,32,525,2025-04-01 15:55:00,Debit Card,5,587,1,1.83,0.15
100,18,541,2025-02-06 12:05:00,Credit Card,1,423,6,3.78,0
100,18,541,2025-02-06 12:05:00,Credit Card,2,1907,6,24.23,0
100,18,541,2025-02-06 12:05:00,Credit Card,3,2119,4,8.25,0.2
101,23,21878,2024-02-21 20:23:00,Debit Card,1,811,3,22.15,0.15
101,23,21878,2024-02-21 20:23:00,Debit Card,2,572,1,10.68,0.05
101,23,21878,2024-02-21 20:23:00,Debit Card,3,593,2,7.19,0
101,23,21878,2024-02-21 20:23:00,Debit Card,4,2307,4,3.96,0.05
101,23,21878,2024-02-21 20:23:00,Debit Card,5,777,6,1.87,0
102,35,918,2025-04-26 12:05:00,Gift Card,1,1397,2,10.66,0.15
103,3,335,2025-10-15 10:41:00,Debit Card,1,1668,3,12.09,0.15
104,32,440,2023-11-29 17:24:00,EBT,1,1728,3,8.57,0.15
104,32,440,2023-11-29 17:24:00,EBT,2,348,4,6.37,0.05
104,32,440,2023-11-29 17:24:00,EBT,3,1785,6,11.0,0
104,32,440,2023-11-29 17:24:00,EBT,4,740,3,2.69,0.05
104,32,440,2023-11-29 17:24:00,EBT,5,267,1,13.23,0.1
105,36,53,2024-08-31 08:06:00,Cash,1,1050,4,10.26,0.1
105,36,53,2024-08-31 08:06:00,Cash,2,1344,4,10.38,0
105,36,53,2024-08-31 08:06:00,Cash,3,275,2,7.3,0.15
105,36,53,2024-08-31 08:06:00,Cash,4,423,5,3.78,0
105,36,53,2024-08-31 08:06:00,Cash,5,1222,5,24.14,0.05
106,41,297,2025-06-23 12:04:00,Cash,1,469,6,17.35,0
106,41,297,2025-06-23 12:04:00,Cash,2,413,5,4.99,0.05
106,41,297,2025-06-23 12:04:00,Cash,3,1439,4,1.54,0.15
107,24,823,2023-10-19 06:33:00,Cash,1,1601,3,1.85,0
108,33,55,2025-04-22 13:11:00,Mobile Pay,1,195,3,7.78,0.05
