product_id,sku,product_name,category,subcategory,brand,unit_price,cost,is_active
167,FRO-000167-951,Horizon Organic Vanilla Ice Cream Bars 6ct,Frozen,Frozen,Horizon Organic,4.47,2.9,True
168,HOU-000168-161,Doritos Dish Soap Liquid 24oz,Household,Cleaning,Doritos,22.58,15.34,True
169,PRO-000169-994,Bounty Russet Potatoes 5lb Bag,Produce,Fresh,Bounty,9.07,6.55,True
170,GRO-000170-419,Hellmanns Canned Black Beans 15oz,Grocery,Pantry,Hellmanns,5.4,3.69,True
171,FRO-000171-458,Coca-Cola Chicken Nuggets 24oz,Frozen,Frozen,Coca-Cola,13.21,8.38,True
172,MEA-000172-885,Doritos Ribeye Steak 12oz,Meat,Butcher,Doritos,29.54,20.42,True
173,GRO-000173-949,Oscar Mayer All-Purpose Flour 5lb Bag,Grocery,Pantry,Oscar Mayer,9.4,5.23,True
174,BEV-000174-106,Bounty Green Tea Bags 20ct,Beverages,Drinks,Bounty,5.58,3.25,True
175,PRO-000175-131,Wonder Bread Gala Apples 3lb Bag,Produce,Fresh,Wonder Bread,2.36,1.59,True
176,FRO-000176-478,Kraft French Fries Crinkle 32oz,Frozen,Frozen,Kraft,7.07,4.42,True
177,PRO-000177-259,Kirkland Signature Blueberries 6oz,Produce,Fresh,Kirkland Signature,3.13,2.17,True
178,BEV-000178-534,Oscar Mayer Sparkling Water Lime 8x12oz,Beverages,Drinks,Oscar Mayer,9.08,5.92,True
179,SNA-000179-540,Bounty Tortilla Chips Restaurant Style 13oz,Snacks,Snacks,Bounty,2.59,1.83,True
180,SNA-000180-325,Kirkland Signature Mixed Nuts Roasted 15oz,Snacks,Snacks,Kirkland Signature,5.91,4.07,True
181,BEV-000181-882,Pepsi Spring Water 24x16.9oz Bottles,Beverages,Drinks,Pepsi,6.43,4.02,True
182,BAK-000182-489,Pepsi Chocolate Chip Cookies 12ct,Bakery,Bakery,Pepsi,7.52,4.53,True
183,HOU-000183-982,Tide Laundry Detergent Liquid 100oz,Household,Cleaning,Tide,27.25,17.72,True
184,PRO-000184-689,Chiquita Cucumber 3ct,Produce,Fresh,Chiquita,6.31,4.06,True
185,BEV-000185-121,Tide Pepsi Cola 12x12oz Cans,Beverages,Drinks,Tide,14.6,8.61,True
186,FRO-000186-547,Horizon Organic French Fries Crinkle 32oz,Frozen,Frozen,Horizon Organic,13.2,8.0,True
187,SNA-000187-991,Tide Tortilla Chips Restaurant Style 13oz,Snacks,Snacks,Tide,4.92,3.09,True
188,DAI-000188-748,Lays Large Grade A Eggs 12ct,Dairy,Dairy,Lays,2.62,1.75,True
189,HOU-000189-934,Wonder Bread Surface Cleaner Spray 22oz,Household,Cleaning,Wonder Bread,9.42,5.4,True
190,DAI-000190-878,Pepsi Vanilla Ice Cream Gallon,Dairy,Dairy,Pepsi,10.17,5.77,False
191,FRO-000191-878,Heinz Frozen Berries Blend 16oz,Frozen,Frozen,Heinz,10.15,7.17,True
192,HOU-000192-254,Chiquita Mop Refills 2ct,Household,Cleaning,Chiquita,18.18,11.96,True
193,BEV-000193-460,Kirkland Signature Sports Drink Variety 6x20oz,Beverages,Drinks,Kirkland Signature,9.32,5.79,True
194,GRO-000194-178,Dole Olive Oil Extra Virgin 16.9oz,Grocery,Pantry,Dole,8.83,6.84,True
195,SNA-000195-694,365 Whole Foods Chocolate Bar Milk 1.55oz,Snacks,Snacks,365 Whole Foods,7.78,5.7,True
196,FRO-000196-719,Chiquita Chicken Nuggets 24oz,Frozen,Frozen,Chiquita,8.96,5.24,True
197,PRO-000197-831,Chiquita Romaine Hearts 3ct,Produce,Fresh,Chiquita,2.28,1.59,True
198,FRO-000198-635,Lays Frozen Berries Blend 16oz,Frozen,Frozen,Lays,10.5,6.65,True
199,BAK-000199-795,Chiquita Tortillas Flour 10ct,Bakery,Bakery,Chiquita,8.29,6.06,True
200,PRO-000200-671,Coca-Cola Yellow Onions 3lb Bag,Produce,Fresh,Coca-Cola,9.23,5.68,True
201,DAI-000201-696,Horizon Organic Sour Cream 16oz,Dairy,Dairy,Horizon Organic,9.05,6.89,True
202,BAK-000202-825,Hellmanns Chocolate Chip Cookies 12ct,Bakery,Bakery,Hellmanns,12.26,7.62,True
203,HOU-000203-819,Oscar Mayer Dish Soap Liquid 24oz,Household,Cleaning,Oscar Mayer,29.86,21.5,True
204,SNA-000204-786,Wonder Bread Tortilla Chips Restaurant Style 13oz,Snacks,Snacks,Wonder Bread,6.24,3.95,True
205,DAI-000205-884,Chiquita Greek Yogurt Plain 32oz,Dairy,Dairy,Chiquita,6.98,4.2,True
206,PRO-000206-619,Coca-Cola Roma Tomatoes 2lb Package,Produce,Fresh,Coca-Cola,10.31,7.65,True
207,GRO-000207-997,Chiquita Mac & Cheese Dinner 7.25oz,Grocery,Pantry,Chiquita,10.26,5.95,True
208,DAI-000208-889,Folgers Sharp Cheddar Cheese Block 8oz,Dairy,Dairy,Folgers,8.6,6.52,True
209,GRO-000209-792,Bounty Honey Wheat Bread Loaf,Grocery,Pantry,Bounty,9.71,7.51,True
210,FRO-000210-344,Doritos Chicken Nuggets 24oz,Frozen,Frozen,Doritos,7.05,5.19,True
211,MEA-000211-684,Oscar Mayer Ground Turkey 1lb,Meat,Butcher,Oscar Mayer,34.52,22.65,True
212,BAK-000212-528,Lays Baguette French,Bakery,Bakery,Lays,12.6,9.3,True
213,DAI-000213-756,Kirkland Signature Salted Butter Sticks 16oz,Dairy,Dairy,Kirkland Signature,6.91,4.39,True
214,SNA-000214-185,Dole Tortilla Chips Restaurant Style 13oz,Snacks,Snacks,Dole,10.22,6.26,True
215,DAI-000215-327,Horizon Organic Mozzarella Shredded 8oz,Dairy,Dairy,Horizon Organic,10.85,8.18,True
216,BAK-000216-614,Tide Croissants 4ct,Bakery,Bakery,Tide,5.67,3.62,True
217,MEA-000217-201,Chiquita Boneless Chicken Breast 1lb,Meat,Butcher,Chiquita,30.17,21.1,True
218,DAI-000218-949,Dole Whole Milk Gallon,Dairy,Dairy,Dole,6.82,5.05,True
219,FRO-000219-105,Hellmanns Frozen Berries Blend 16oz,Frozen,Frozen,Hellmanns,13.91,7.71,True
220,DAI-000220-640,Hellmanns Cream Cheese 8oz Bar,Dairy,Dairy,Hellmanns,6.24,4.55,True
221,PRO-000221-529,General Mills Organic Bananas Bunch,Produce,Fresh,General Mills,8.77,6.08,True
222,FRO-000222-747,Great Value Frozen Lasagna Family Size,Frozen,Frozen,Great Value,9.42,5.71,True
223,BAK-000223-461,Hellmanns Croissants 4ct,Bakery,Bakery,Hellmanns,4.1,2.65,True
224,PRO-000224-169,Bounty Organic Carrots 2lb Bag,Produce,Fresh,Bounty,12.44,8.4,True
225,SNA-000225-499,Great Value Cookies Sandwich 15.25oz,Snacks,Snacks,Great Value,11.51,6.45,True
226,HOU-000226-465,Great Value Paper Plates 40ct,Household,Cleaning,Great Value,28.65,18.03,True
227,PRO-000227-852,Heinz Romaine Hearts 3ct,Produce,Fresh,Heinz,10.14,5.89,True
228,HOU-000228-950,Kraft Mop Refills 2ct,Household,Cleaning,Kraft,28.36,18.63,True
229,DAI-000229-164,Pepsi Cottage Cheese 16oz,Dairy,Dairy,Pepsi,9.67,7.42,True
230,MEA-000230-142,Nestle Boneless Chicken Breast 1lb,Meat,Butcher,Nestle,14.46,8.98,True
231,SNA-000231-137,Tyson Beef Jerky Original 2.85oz,Snacks,Snacks,Tyson,10.1,6.0,True
232,GRO-000232-439,Wonder Bread Ketchup 20oz,Grocery,Pantry,Wonder Bread,4.49,3.29,True
233,BAK-000233-447,Tide Cinnamon Rolls 8ct,Bakery,Bakery,Tide,12.68,8.42,True
234,SNA-000234-844,Horizon Organic Mixed Nuts Roasted 15oz,Snacks,Snacks,Horizon Organic,6.26,4.06,False
235,DAI-000235-428,Dole Cream Cheese 8oz Bar,Dairy,Dairy,Dole,2.49,1.56,True
236,FRO-000236-806,Kraft Fish Sticks 15oz,Frozen,Frozen,Kraft,8.59,5.61,True
237,HOU-000237-381,Private Selection Batteries AA 24ct,Household,Cleaning,Private Selection,24.17,17.69,True
238,BAK-000238-920,Lays Blueberry Muffins 4ct,Bakery,Bakery,Lays,10.06,5.9,True
239,FRO-000239-168,Pepsi Frozen Pizza Pepperoni 12in,Frozen,Frozen,Pepsi,6.2,4.33,True
240,GRO-000240-795,Pepsi All-Purpose Flour 5lb Bag,Grocery,Pantry,Pepsi,6.55,4.16,True
241,PRO-000241-642,Pepsi Lemons 2lb Bag,Produce,Fresh,Pepsi,5.58,3.47,True
242,PRO-000242-611,Kraft Organic Bananas Bunch,Produce,Fresh,Kraft,7.35,5.59,True
243,BEV-000243-726,Nestle Sparkling Water Lime 8x12oz,Beverages,Drinks,Nestle,6.77,5.15,True
244,PRO-000244-562,Horizon Organic Gala Apples 3lb Bag,Produce,Fresh,Horizon Organic,3.31,2.36,False
245,HOU-000245-826,Bounty Mop Refills 2ct,Household,Cleaning,Bounty,6.94,4.68,True
246,DAI-000246-817,Folgers String Cheese 12ct,Dairy,Dairy,Folgers,8.75,6.41,True
